Time,Reading
,128
,131
,131
,127
,133
,130
,128
,132
,129
,128
,132
,128
,129
,132
,128
,129
,131
,128
,132
,129
,128
,132
,129
,128
,132
,129
,129
,133
,129
,128
,133
,129
,129
,132
,128
,129
,132
,128
,129
,132
,128
,132
,129
,128
,132
,129
,128
,132
,128
,130
,131
,127
,130
,131
,128
,133
,128
,129
,132
,128
,130
,132
,128
,132
,129
,128
,133
,129
,128
,132
,128
,130
,131
,127
,130
,131
,128
,132
,130
,128
,132
,130
,128
,132
,130
,129
,132
,128
,129
,132
,128
,130
,131
,128
,131
,131
,127
,130
,131
,127
,131
,130
,128
,131
,130
,128
,132
,128
,130
,131
,128
,130
,131
,127
,133
,129
,128
,133
,128
,128
,133
,128
,129
,132
,128
,129
,132
,128
,129
,131
,128
,130
,131
,128
,130
,130
,128
,132
,130
,128
,132
,129
,128
,132
,128
,128
,132
,128
,129
,132
,128
,129
,132
,128
,130
,131
,128
,131
,132
,129
,132
,128
,130
,132
,128
,129
,130
,128
,130
,131
,128
,130
,130
,128
,132
,128
,128
,132
,128
,128
,132
,128
,129
,132
,128
,130
,131
,128
,130
,129
,128
,133
,129
,128
,133
,129
,131
,130
,127
,131
,130
,128
,131
,130
,128
,132
,130
,128
,132
,129
,128
,131
,127
,131
,131
,128
,131
,130
,128
,132
,129
,128
,132
,129
,129
,133
,129
,128
,133
,129
,129
,132
,129
,132
,130
,128
,132
,129
,128
,132
,129
,129
,131
,128
,130
,131
,127
,130
,129
,129
,132
,129
,128
,132
,129
,128
,130
,128
,131
,129
,128
,132
,129
,129
,131
,128
,129
,132
,128
,130
,130
,128
,132
,129
,128
,132
,129
,128
,133
,129
,128
,133
,129
,129
,133
,128
,130
,131
,128
,130
,131
,128
,130
,128
,128
,133
,128
,128
,133
,128
,132
,129
,128
,133
,129
,128
,134
,129
,129
,133
,127
,130
,133
,127
,130
,131
,127
,132
,130
,127
,133
,130
,130
,133
,126
,131
,132
,126
,132
,132
,127
,133
,128
,128
,134
,129
,128
,134
,128
,129
,134
,128
,129
,133
,128
,132
,130
,128
,133
,129
,128
,133
,127
,130
,131
,127
,130
,131
,127
,132
,129
,128
,133
,128
,128
,133
,129
,131
,131
,127
,131
,130
,127
,131
,128
,129
,132
,128
,130
,133
,128
,130
,129
,128
,133
,129
,128
,134
,128
,131
,131
,127
,131
,130
,127
,132
,130
,127
,134
,129
,128
,134
,128
,128
,135
,127
,128
,135
,127
,129
,134
,127
,135
,128
,127
,135
,128
,128
,135
,123
,133
,131
,123
,133
,131
,124
,138
,125
,129
,137
,126
,130
,136
,125
,138
,125
,129
,137
,124
,130
,137
,125
,138
,128
,126
,137
,128
,127
,138
,125
,136
,129
,126
,136
,128
,126
,137
,127
,128
,137
,127
,130
,135
,126
,132
,132
,125
,133
,132
,125
,133
,127
,129
,137
,127
,130
,135
,127
,134
,128
,130
,133
,128
,130
,133
,127
,133
,130
,127
,134
,129
,127
,134
,127
,130
,133
,127
,131
,132
,127
,131
,128
,130
,133
,127
,130
,132
,127
,133
,129
,128
,133
,128
,129
,133
,127
,130
,131
,128
,130
,132
,127
,131
,128
,128
,133
,128
,129
,132
,128
,133
,129
,128
,133
,129
,128
,133
,129
,131
,131
,127
,131
,130
,128
,131
,128
,129
,132
,128
,130
,132
,128
,130
,129
,128
,132
,129
,128
,133
,128
,129
,132
,128
,130
,132
,128
,130
,130
,128
,131
,131
,128
,131
,130
,128
,132
,128
,129
,132
,128
,129
,132
,128
,131
,131
,127
,131
,131
,128
,131
,128
,129
,132
,128
,129
,132
,128
,130
,131
,128
,130
,131
,128
,131
,131
,128
,133
,128
,129
,133
,127
,129
,129
,129
,133
,129
,128
,133
,128
,130
,131
,128
,130
,132
,128
,130
,132
,128
,133
,129
,128
,133
,128
,128
,131
,128
,131
,130
,128
,131
,130
,128
,132
,128
,129
,132
,128
,130
,131
,128
,130
,131
,128
,131
,130
,128
,132
,128
,130
,130
,127
,131
,130
,128
,132
,129
,128
,133
,129
,128
,133
,128
,131
,131
,128
,131
,130
,128
,132
,129
,129
,132
,128
,129
,131
,128
,132
,129
,128
,133
,128
,128
,132
,129
,130
,130
,128
,131
,130
,128
,132
,128
,130
,132
,128
,130
,131
,128
,130
,130
,128
,132
,130
,128
,132
,130
,130
,131
,128
,130
,131
,128
,130
,129
,129
,132
,129
,129
,131
,128
,129
,132
,128
,130
,131
,128
,131
,131
,129
,132
,129
,128
,133
,128
,130
,132
,128
,132
,129
,128
,133
,129
,128
,131
,128
,130
,130
,128
,131
,131
,128
,132
,128
,129
,132
,128
,130
,131
,128
,132
,129
,128
,133
,129
,128
,131
,128
,130
,131
,128
,130
,131
,128
,132
,129
,129
,132
,128
,129
,131
,128
,130
,131
,127
,130
,130
,128
,130
,129
,129
,132
,128
,128
,132
,128
,132
,130
,128
,133
,129
,128
,133
,128
,129
,132
,128
,129
,131
,128
,130
,131
,128
,130
,130
,128
,131
,129
,128
,131
,128
,130
,132
,128
,130
,131
,128
,130
,130
,128
,131
,129
,128
,132
,129
,129
,133
,128
,129
,133
,128
,129
,131
,128
,130
,131
,127
,130
,130
,127
,131
,130
,128
,132
,129
,129
,133
,128
,129
,132
,128
,129
,132
,128
,133
,130
,128
,133
,129
,128
,130
,127
,131
,130
,127
,131
,130
,128
,132
,129
,128
,133
,129
,128
,133
,128
,129
,132
,128
,129
,132
,128
,129
,129
,128
,133
,128
,128
,133
,128
,129
,132
,128
,130
,131
,127
,130
,130
,128
,131
,130
,128
,133
,129
,128
,133
,129
,129
,132
,129
,129
,133
,128
,132
,130
,128
,132
,129
,129
,133
,128
,129
,132
,128
,129
,132
,128
,130
,131
,128
,130
,131
,128
,131
,130
,128
,133
,128
,129
,132
,128
,130
,131
,128
,131
,130
,128
,132
,129
,130
,132
,128
,131
,131
,128
,130
,131
,128
,133
,128
,129
,133
,128
,129
,130
,128
,132
,129
,128
,132
,129
,128
,134
,128
,129
,133
,128
,129
,132
,128
,131
,129
,128
,133
,128
,128
,133
,128
,132
,130
,128
,131
,129
,128
,132
,128
,129
,133
,128
,129
,133
,128
,132
,129
,128
,132
,129
,128
,132
,128
,130
,130
,127
,130
,130
,128
,131
,129
,128
,132
,129
,128
,131
,129
,130
,131
,128
,130
,131
,128
,130
,130
,128
,132
,130
,128
,132
,129
,128
,131
,128
,130
,131
,128
,131
,130
,129
,132
,128
,129
,132
,128
,129
,129
,128
,133
,129
,128
,133
,129
,129
,130
,128
,132
,130
,128
,133
,129
,130
,130
,128
,130
,130
,128
,131
,130
,128
,132
,129
,128
,132
,129
,129
,133
,129
,129
,132
,128
,129
,132
,128
,131
,129
,129
,133
,128
,128
,132
,128
,131
,129
,128
,132
,129
,128
,131
,128
,130
,131
,127
,130
,131
,128
,131
,129
,128
,132
,129
,128
,133
,129
,129
,132
,128
,130
,132
,129
,130
,131
,128
,130
,130
,128
,131
,131
,129
,132
,128
,129
,131
,128
,129
,131
,128
,132
,128
,129
,132
,128
,129
,131
,128
,130
,131
,128
,130
,131
,129
,132
,128
,129
,132
,128
,129
,132
,128
,130
,131
,127
,131
,130
,127
,133
,128
,129
,132
,128
,129
,131
,128
,132
,129
,128
,132
,128
,129
,133
,128
,131
,129
,128
,131
,129
,128
,132
,128
,130
,130
,127
,130
,130
,128
,131
,129
,128
,132
,129
,128
,132
,129
,129
,133
,128
,129
,132
,128
,130
,130
,128
,130
,131
,128
,131
,130
,130
,131
,127
,130
,130
,127
,131
,130
,129
,132
,128
,129
,132
,127
,130
,127
,127
,136
,126
,127
,134
,125
,132
,132
,124
,132
,130
,125
,135
,129
,131
,134
,126
,132
,133
,126
,134
,126
,130
,135
,126
,131
,134
,125
,133
,131
,125
,136
,129
,125
,137
,128
,133
,131
,124
,134
,130
,124
,136
,128
,132
,134
,124
,134
,133
,124
,135
,126
,130
,136
,124
,133
,131
,125
,137
,126
,130
,136
,125
,130
,133
,124
,138
,128
,129
,138
,127
,130
,136
,123
,133
,131
,123
,134
,130
,125
,136
,127
,127
,138
,127
,128
,137
,125
,137
,129
,126
,137
,128
,127
,137
,127
,134
,130
,125
,135
,129
,126
,136
,127
,130
,134
,127
,130
,132
,127
,134
,128
,129
,134
,128
,129
,133
,128
,130
,131
,127
,130
,130
,128
,131
,128
,130
,132
,128
,130
,131
,127
,130
,128
,128
,132
,128
,129
,131
,128
,130
,130
,128
,131
,130
,128
,132
,129
,130
,131
,128
,129
,130
,128
,130
,129
,128
,133
,128
,129
,132
,128
,132
,129
,128
,132
,129
,128
,132
,128
,130
,131
,128
,130
,131
,128
,130
,128
,129
,132
,128
,129
,131
,128
,130
,129
,129
,132
,128
,129
,132
,128
,132
,129
,128
,132
,128
,129
,133
,128
,129
,131
,128
,130
,131
,128
,131
,128
,130
,132
,128
,130
,130
,128
,131
,129
,128
,132
,129
,128
,132
,128
,132
,129
,128
,132
,129
,128
,132
,128
,131
,129
,128
,132
,129
,128
,133
,128
,131
,130
,128
,131
,130
,128
,133
,129
,128
,132
,129
,129
,132
,128
,132
,129
,128
,132
,129
,129
,131
,128
,130
,131
,128
,131
,131
,127
,131
,128
,129
,131
,128
,130
,130
,127
,132
,130
,128
,132
,129
,128
,132
,128
,131
,130
,128
,132
,129
,128
,133
,128
,128
,131
,128
,129
,130
,128
,132
,129
,129
,132
,129
,129
,131
,128
,132
,129
,128
,132
,128
,129
,131
,128
,132
,129
,128
,132
,129
,128
,131
,128
,132
,129
,128
,132
,129
,128
,130
,128
,131
,130
,128
,132
,129
,128
,133
,129
,128
,132
,128
,130
,132
,128
,133
,129
,128
,132
,129
,129
,129
,128
,132
,129
,128
,133
,129
,129
,129
,128
,133
,129
,128
,133
,129
,130
,131
,128
,132
,130
,128
,133
,128
,130
,132
,128
,131
,130
,128
,132
,128
,130
,131
,128
,130
,131
,128
,132
,129
,129
,133
,128
,129
,133
,128
,132
,129
,128
,133
,129
,128
,132
,128
,131
,130
,128
,132
,129
,128
,132
,128
,129
,132
,128
,130
,130
,127
,132
,130
,128
,132
,129
,128
,133
,128
,131
,129
,128
,132
,129
,128
,133
,128
,131
,130
,128
,131
,130
,128
,132
,128
,130
,130
,128
,131
,130
,128
,132
,128
,130
,131
,128
,130
,130
,129
,132
,128
,129
,131
,128
,130
,128
,130
,130
,128
,131
,130
,128
,132
,128
,130
,131
,128
,130
,130
,127
,132
,128
,129
,131
,128
,130
,131
,127
,131
,131
,128
,133
,129
,128
,133
,128
,131
,129
,128
,132
,129
,128
,132
,128
,130
,131
,128
,131
,130
,128
,132
,129
,129
,132
,128
,129
,130
,128
,133
,128
,129
,133
,128
,129
,132
,128
,130
,129
,128
,131
,130
,128
,133
,129
,129
,133
,128
,129
,132
,128
,132
,129
,128
,132
,129
,128
,132
,128
,132
,129
,128
,133
,129
,129
,132
,127
,132
,130
,128
,132
,129
,129
,130
,128
,132
,129
,128
,133
,129
,130
,130
,128
,132
,130
,128
,132
,129
,132
,129
,128
,132
,129
,129
,133
,128
,130
,131
,128
,130
,130
,128
,131
,128
,130
,131
,128
,130
,131
,128
,132
,128
,128
,132
,128
,129
,131
,128
,133
,129
,129
,133
,129
,130
,131
,128
,132
,128
,129
,132
,128
,129
,131
,127
,130
,130
,128
,131
,130
,128
,131
,128
,130
,130
,128
,130
